,Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOURL,UTCDate,UTCTime,WhiteELO,BlackELO,TimeControl,Termination,StartTime,EndDate,EndTime,Link,whitemoves,blackmoves
35,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,f4,b4
36,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,e4,b3
37,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nc3,Kb4
38,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nb1,Bc1
39,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,f5,b2
40,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,f6,Kb3
41,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,e5,Bg5
42,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,g3,Ka2
43,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Kc2,h5
44,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,h4,Bf4
45,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,f7,Bh6
46,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,e6,Bf8
47,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nc3+,Ka1
48,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nb1,Be7
49,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nc3,Bf8
50,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nb1,Be7
51,Live Chess,Chess.com,2022.10.27,-,MasterchefWA,tuggypetu,1/2-1/2,5b2/5P2/4P1p1/7p/7P/2N3P1/1pK5/k7 w - -,UTC,A45,https://www.chess.com/openings/Indian-Game,2022.10.27,05:29:07,1414,1486,180+2,Game drawn by repetition,05:29:07,2022.10.27,05:38:29,https://www.chess.com/game/live/60587445555,Nc3,Bf8
0,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,e4,c5
1,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nf3,d6
2,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,d4,cxd4
3,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nxd4,e5
4,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nb5,a6
5,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,N5a3,Nc6
6,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nc3,b5
7,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nd5,Be6
8,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Be3,Rb8
9,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Be2,Nf6
10,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nxf6+,Qxf6
11,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,O-O,Be7
12,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,c3,O-O
13,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nc2,Rfd8
14,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,f3,Qg6
15,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Qe1,f5
16,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,exf5,Bxf5
17,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Nb4,Nxb4
18,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,cxb4,d5
19,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Rc1,d4
20,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Bf2,d3
21,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Bxd3,Rxd3
22,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Qxe5,Bd6
23,Live Chess,Chess.com,2022.10.27,-,tuggypetu,aminyavari53,0-1,4r1k1/6pp/p2b2q1/1p3b2/1P6/3r1P2/PP2QBPP/2R2RK1 w - -,UTC,B54,https://www.chess.com/openings/Sicilian-Defense-Open-Variation,2022.10.27,05:22:16,1488,1417,180+2,aminyavari53 won on time,05:22:16,2022.10.27,05:28:26,https://www.chess.com/game/live/60586876605,Qe2,Re8
0,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,e4,c5
1,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Nf3,d6
2,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,d4,cxd4
3,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Nxd4,Nf6
4,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Nc3,g6
5,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,f3,Bg7
6,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Be3,Nbd7
7,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Qd2,O-O
8,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,O-O-O,a6
9,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,g4,b5
10,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,h4,Bb7
11,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,h5,Rc8
12,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Bh6,b4
13,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Na4,Qc7
14,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,hxg6,Bxh6
15,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Qxh6,e5
16,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,gxh7+,Kh8
17,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Bd3,exd4
18,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,g5,Ne5
19,Live Chess,Chess.com,2022.10.27,-,BlinxGM,tuggypetu,1-0,2r2r1k/1bq2p1P/p2p1Q2/4n1P1/Np1pP3/3B1P2/PPP5/2KR3R b - -,UTC,B70,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Variation-6.f3,2022.10.27,05:18:16,1657,1498,180+2,BlinxGM won by checkmate,05:18:16,2022.10.27,05:21:54,https://www.chess.com/game/live/60586838875,Qxf6#,over
0,Live Chess,Chess.com,2022.10.27,-,tuggypetu,pancino,0-1,2kr1r2/Qb3p2/1P4p1/1Npp2P1/5qp1/8/6P1/R2R1K2 w - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-c6,2022.10.27,05:11:32,1503,1688,180+2,pancino won on time,05:11:32,2022.10.27,05:17:55,https://www.chess.com/game/live/60586269729,e4,c6
1,Live Chess,Chess.com,2022.10.27,-,tuggypetu,pancino,0-1,2kr1r2/Qb3p2/1P4p1/1Npp2P1/5qp1/8/6P1/R2R1K2 w - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-c6,2022.10.27,05:11:32,1503,1688,180+2,pancino won on time,05:11:32,2022.10.27,05:17:55,https://www.chess.com/game/live/60586269729,d4,d6
2,Live Chess,Chess.com,2022.10.27,-,tuggypetu,pancino,0-1,2kr1r2/Qb3p2/1P4p1/1Npp2P1/5qp1/8/6P1/R2R1K2 w - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-c6,2022.10.27,05:11:32,1503,1688,180+2,pancino won on time,05:11:32,2022.10.27,05:17:55,https://www.chess.com/game/live/60586269729,c4,Nd7
3,Live Chess,Chess.com,2022.10.27,-,tuggypetu,pancino,0-1,2kr1r2/Qb3p2/1P4p1/1Npp2P1/5qp1/8/6P1/R2R1K2 w - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-c6,2022.10.27,05:11:32,1503,1688,180+2,pancino won on time,05:11:32,2022.10.27,05:17:55,https://www.chess.com/game/live/60586269729,Nc3,g6
4,Live Chess,Chess.com,2022.10.27,-,tuggypetu,pancino,0-1,2kr1r2/Qb3p2/1P4p1/1Npp2P1/5qp1/8/6P1/R2R1K2 w - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-c6,2022.10.27,05:11:32,1503,1688,180+2,pancino won on time,05:11:32,2022.10.27,05:17:55,https://www.chess.com/game/live/60586269729,Nf3,Bg7
